leto;krog;od_drzave;za_drzavo;skupaj_tocke;glasovanje_tocke;zirija_tocke
2023;finale;Avstralija;Ciper;11;8;3
2023;finale;Avstralija;Hrvaška;4;4;0
2023;finale;Avstralija;Avstrija;13;7;6
2023;finale;Avstralija;Francija;2;2;0
2023;finale;Avstralija;Španija;4;0;4
2023;finale;Avstralija;Slovenija;1;1;0
2023;finale;Avstralija;Portugalska;2;0;2
2023;finale;Avstrija;Švedska;14;4;10
2023;finale;Avstrija;Finska;20;12;8
2023;finale;Avstrija;Izrael;1;1;0
2023;finale;Avstrija;Italija;20;8;12
2023;finale;Avstrija;Norveška;7;7;0
2023;finale;Avstrija;Ukrajina;5;5;0
2023;finale;Avstrija;Belgija;3;0;3
2023;finale;Avstrija;Češka;5;0;5
2023;finale;Avstrija;Litva;7;0;7
2023;finale;Avstrija;Ciper;2;0;2
2023;finale;Avstrija;Hrvaška;10;10;0
2023;finale;Avstrija;Armenija;1;0;1
2023;finale;Avstrija;Švica;6;2;4
2023;finale;Avstrija;Slovenija;6;0;6
2023;finale;Avstrija;Albanija;3;3;0
2023;finale;Avstrija;Nemčija;6;6;0
2023;finale;Azerbajdžan;Švedska;20;10;10
2023;finale;Azerbajdžan;Finska;11;8;3
2023;finale;Azerbajdžan;Izrael;24;12;12
2023;finale;Azerbajdžan;Italija;10;4;6
2023;finale;Azerbajdžan;Norveška;2;2;0
2023;finale;Azerbajdžan;Ukrajina;9;7;2
2023;finale;Azerbajdžan;Estonija;1;0;1
2023;finale;Azerbajdžan;Avstralija;5;0;5
2023;finale;Azerbajdžan;Češka;3;3;0
2023;finale;Azerbajdžan;Ciper;6;6;0
2023;finale;Azerbajdžan;Španija;7;0;7
2023;finale;Azerbajdžan;Švica;5;1;4
2023;finale;Azerbajdžan;Slovenija;5;5;0
2023;finale;Azerbajdžan;Albanija;8;0;8
2023;finale;Belgija;Švedska;18;10;8
2023;finale;Belgija;Finska;17;12;5
2023;finale;Belgija;Izrael;15;5;10
2023;finale;Belgija;Italija;14;7;7
2023;finale;Belgija;Norveška;8;8;0
2023;finale;Belgija;Ukrajina;1;1;0
2023;finale;Belgija;Avstralija;4;0;4
2023;finale;Belgija;Češka;3;0;3
2023;finale;Belgija;Armenija;6;6;0
2023;finale;Belgija;Avstrija;12;0;12
2023;finale;Belgija;Francija;3;2;1
2023;finale;Belgija;Španija;6;0;6
2023;finale;Belgija;Poljska;6;4;2
2023;finale;Belgija;Albanija;3;3;0
2023;finale;Hrvaška;Švedska;12;2;10
2023;finale;Hrvaška;Finska;17;10;7
2023;finale;Hrvaška;Izrael;12;4;8
2023;finale;Hrvaška;Italija;20;8;12
2023;finale;Hrvaška;Norveška;5;5;0
2023;finale;Hrvaška;Estonija;3;0;3
2023;finale;Hrvaška;Češka;3;3;0
2023;finale;Hrvaška;Španija;6;0;6
2023;finale;Hrvaška;Moldavija;3;1;2
2023;finale;Hrvaška;Slovenija;17;12;5
2023;finale;Hrvaška;Albanija;6;6;0
2023;finale;Hrvaška;Portugalska;1;0;1
2023;finale;Hrvaška;Srbija;11;7;4
2023;finale;Ciper;Švedska;20;8;12
2023;finale;Ciper;Finska;10;7;3
2023;finale;Ciper;Izrael;19;12;7
2023;finale;Ciper;Italija;11;6;5
2023;finale;Ciper;Norveška;5;5;0
2023;finale;Ciper;Ukrajina;10;10;0
2023;finale;Ciper;Avstralija;8;0;8
2023;finale;Ciper;Češka;1;0;1
2023;finale;Ciper;Armenija;8;4;4
2023;finale;Ciper;Avstrija;10;0;10
2023;finale;Ciper;Francija;3;3;0
2023;finale;Ciper;Španija;6;0;6
2023;finale;Ciper;Moldavija;1;1;0
2023;finale;Ciper;Poljska;2;2;0
2023;finale;Ciper;Švica;2;0;2
2023;finale;Češka;Švedska;16;6;10
2023;finale;Češka;Finska;15;10;5
2023;finale;Češka;Izrael;8;8;0
2023;finale;Češka;Italija;5;1;4
2023;finale;Češka;Norveška;7;7;0
2023;finale;Češka;Ukrajina;24;12;12
2023;finale;Češka;Estonija;2;0;2
2023;finale;Češka;Avstralija;7;0;7
2023;finale;Češka;Hrvaška;4;4;0
2023;finale;Češka;Armenija;10;2;8
2023;finale;Češka;Španija;3;0;3
2023;finale;Češka;Moldavija;5;5;0
2023;finale;Češka;Slovenija;9;3;6
2023;finale;Češka;Nemčija;1;0;1
2023;finale;Danska;Švedska;20;8;12
2023;finale;Danska;Finska;20;12;8
2023;finale;Danska;Italija;3;3;0
2023;finale;Danska;Norveška;20;10;10
2023;finale;Danska;Ukrajina;7;7;0
2023;finale;Danska;Belgija;9;6;3
2023;finale;Danska;Avstralija;2;0;2
2023;finale;Danska;Litva;4;0;4
2023;finale;Danska;Ciper;7;2;5
2023;finale;Danska;Avstrija;7;0;7
2023;finale;Danska;Francija;6;0;6
2023;finale;Danska;Moldavija;1;1;0
2023;finale;Danska;Poljska;5;5;0
2023;finale;Danska;Švica;4;4;0
2023;finale;Danska;Velika Britanija;1;0;1
2023;finale;Estonija;Švedska;22;10;12
2023;finale;Estonija;Finska;22;12;10
2023;finale;Estonija;Izrael;4;0;4
2023;finale;Estonija;Italija;7;2;5
2023;finale;Estonija;Norveška;7;7;0
2023;finale;Estonija;Ukrajina;15;8;7
2023;finale;Estonija;Belgija;6;0;6
2023;finale;Estonija;Avstralija;14;6;8
2023;finale;Estonija;Litva;6;5;1
2023;finale;Estonija;Armenija;3;0;3
2023;finale;Estonija;Španija;2;0;2
2023;finale;Estonija;Poljska;3;3;0
2023;finale;Estonija;Švica;4;4;0
2023;finale;Estonija;Slovenija;1;1;0
2023;finale;Finska;Švedska;12;0;12
2023;finale;Finska;Italija;6;0;6
2023;finale;Finska;Norveška;12;12;0
2023;finale;Finska;Belgija;5;0;5
2023;finale;Finska;Estonija;6;6;0
2023;finale;Finska;Avstralija;8;8;0
2023;finale;Finska;Češka;18;10;8
2023;finale;Finska;Ciper;1;0;1
2023;finale;Finska;Hrvaška;4;4;0
2023;finale;Finska;Avstrija;4;2;2
2023;finale;Finska;Francija;7;0;7
2023;finale;Finska;Moldavija;3;3;0
2023;finale;Finska;Švica;11;1;10
2023;finale;Finska;Slovenija;7;7;0
2023;finale;Finska;Portugalska;3;0;3
2023;finale;Finska;Velika Britanija;4;0;4
2023;finale;Finska;Nemčija;5;5;0
2023;finale;Francija;Švedska;9;3;6
2023;finale;Francija;Finska;14;6;8
2023;finale;Francija;Izrael;22;10;12
2023;finale;Francija;Italija;9;7;2
2023;finale;Francija;Norveška;1;1;0
2023;finale;Francija;Ukrajina;5;4;1
2023;finale;Francija;Belgija;2;2;0
2023;finale;Francija;Češka;4;0;4
2023;finale;Francija;Armenija;19;12;7
2023;finale;Francija;Avstrija;10;0;10
2023;finale;Francija;Moldavija;8;8;0
2023;finale;Francija;Švica;3;0;3
2023;finale;Francija;Portugalska;10;5;5
2023;finale;Gruzija;Švedska;11;7;4
2023;finale;Gruzija;Finska;9;8;1
2023;finale;Gruzija;Izrael;13;6;7
2023;finale;Gruzija;Italija;13;5;8
2023;finale;Gruzija;Norveška;2;2;0
2023;finale;Gruzija;Ukrajina;10;10;0
2023;finale;Gruzija;Belgija;12;0;12
2023;finale;Gruzija;Estonija;5;0;5
2023;finale;Gruzija;Avstralija;2;0;2
2023;finale;Gruzija;Litva;10;4;6
2023;finale;Gruzija;Ciper;3;0;3
2023;finale;Gruzija;Hrvaška;1;1;0
2023;finale;Gruzija;Armenija;22;12;10
2023;finale;Gruzija;Moldavija;3;3;0
2023;finale;Nemčija;Švedska;13;1;12
2023;finale;Nemčija;Finska;12;12;0
2023;finale;Nemčija;Italija;14;10;4
2023;finale;Nemčija;Norveška;11;5;6
2023;finale;Nemčija;Ukrajina;7;7;0
2023;finale;Nemčija;Belgija;2;2;0
2023;finale;Nemčija;Estonija;10;0;10
2023;finale;Nemčija;Avstralija;8;0;8
2023;finale;Nemčija;Češka;5;0;5
2023;finale;Nemčija;Litva;1;0;1
2023;finale;Nemčija;Hrvaška;6;6;0
2023;finale;Nemčija;Avstrija;2;0;2
2023;finale;Nemčija;Španija;7;0;7
2023;finale;Nemčija;Poljska;4;4;0
2023;finale;Nemčija;Švica;3;3;0
2023;finale;Nemčija;Albanija;8;8;0
2023;finale;Nemčija;Srbija;3;0;3
2023;finale;Grčija;Švedska;14;8;6
2023;finale;Grčija;Finska;10;10;0
2023;finale;Grčija;Izrael;15;7;8
2023;finale;Grčija;Italija;5;5;0
2023;finale;Grčija;Norveška;6;6;0
2023;finale;Grčija;Belgija;12;0;12
2023;finale;Grčija;Avstralija;5;0;5
2023;finale;Grčija;Češka;1;1;0
2023;finale;Grčija;Ciper;16;12;4
2023;finale;Grčija;Armenija;2;2;0
2023;finale;Grčija;Avstrija;7;0;7
2023;finale;Grčija;Francija;3;3;0
2023;finale;Grčija;Švica;2;0;2
2023;finale;Grčija;Albanija;7;4;3
2023;finale;Grčija;Portugalska;10;0;10
2023;finale;Grčija;Srbija;1;0;1
2023;finale;Islandija;Švedska;17;10;7
2023;finale;Islandija;Finska;22;12;10
2023;finale;Islandija;Italija;1;1;0
2023;finale;Islandija;Norveška;12;8;4
2023;finale;Islandija;Ukrajina;2;2;0
2023;finale;Islandija;Belgija;11;6;5
2023;finale;Islandija;Avstralija;15;3;12
2023;finale;Islandija;Češka;6;0;6
2023;finale;Islandija;Hrvaška;5;5;0
2023;finale;Islandija;Avstrija;8;0;8
2023;finale;Islandija;Francija;4;4;0
2023;finale;Islandija;Španija;3;0;3
2023;finale;Islandija;Poljska;7;7;0
2023;finale;Islandija;Srbija;1;0;1
2023;finale;Islandija;Nemčija;2;0;2
2023;finale;Irska;Švedska;18;6;12
2023;finale;Irska;Finska;20;12;8
2023;finale;Irska;Izrael;8;1;7
2023;finale;Irska;Norveška;5;5;0
2023;finale;Irska;Ukrajina;7;7;0
2023;finale;Irska;Belgija;13;3;10
2023;finale;Irska;Avstralija;4;0;4
2023;finale;Irska;Češka;3;0;3
2023;finale;Irska;Litva;11;10;1
2023;finale;Irska;Hrvaška;2;2;0
2023;finale;Irska;Armenija;6;0;6
2023;finale;Irska;Francija;5;0;5
2023;finale;Irska;Moldavija;4;4;0
2023;finale;Irska;Poljska;8;8;0
2023;finale;Irska;Velika Britanija;2;0;2
2023;finale;Izrael;Švedska;16;4;12
2023;finale;Izrael;Finska;20;12;8
2023;finale;Izrael;Italija;7;7;0
2023;finale;Izrael;Norveška;20;10;10
2023;finale;Izrael;Ukrajina;15;8;7
2023;finale;Izrael;Belgija;3;0;3
2023;finale;Izrael;Estonija;5;0;5
2023;finale;Izrael;Češka;6;2;4
2023;finale;Izrael;Ciper;1;0;1
2023;finale;Izrael;Hrvaška;6;6;0
2023;finale;Izrael;Armenija;3;3;0
2023;finale;Izrael;Avstrija;6;0;6
2023;finale;Izrael;Francija;1;1;0
2023;finale;Izrael;Moldavija;5;5;0
2023;finale;Izrael;Poljska;2;0;2
2023;finale;Italija;Švedska;11;3;8
2023;finale;Italija;Finska;6;6;0
2023;finale;Italija;Izrael;17;5;12
2023;finale;Italija;Norveška;10;10;0
2023;finale;Italija;Ukrajina;18;8;10
2023;finale;Italija;Belgija;2;0;2
2023;finale;Italija;Estonija;6;0;6
2023;finale;Italija;Češka;9;2;7
2023;finale;Italija;Litva;3;0;3
2023;finale;Italija;Hrvaška;4;4;0
2023;finale;Italija;Armenija;5;0;5
2023;finale;Italija;Moldavija;12;12;0
2023;finale;Italija;Švica;5;1;4
2023;finale;Italija;Albanija;7;7;0
2023;finale;Italija;Srbija;1;0;1
2023;finale;Latvija;Švedska;18;8;10
2023;finale;Latvija;Finska;12;12;0
2023;finale;Latvija;Izrael;10;5;5
2023;finale;Latvija;Italija;3;0;3
2023;finale;Latvija;Norveška;3;3;0
2023;finale;Latvija;Ukrajina;11;7;4
2023;finale;Latvija;Belgija;2;0;2
2023;finale;Latvija;Estonija;18;6;12
2023;finale;Latvija;Češka;1;1;0
2023;finale;Latvija;Litva;17;10;7
2023;finale;Latvija;Ciper;6;0;6
2023;finale;Latvija;Hrvaška;4;4;0
2023;finale;Latvija;Armenija;1;0;1
2023;finale;Latvija;Španija;8;0;8
2023;finale;Latvija;Slovenija;2;2;0
2023;finale;Litva;Švedska;19;7;12
2023;finale;Litva;Finska;15;12;3
2023;finale;Litva;Izrael;13;3;10
2023;finale;Litva;Italija;6;6;0
2023;finale;Litva;Ukrajina;12;10;2
2023;finale;Litva;Belgija;7;0;7
2023;finale;Litva;Estonija;10;5;5
2023;finale;Litva;Avstralija;4;0;4
2023;finale;Litva;Ciper;1;0;1
2023;finale;Litva;Hrvaška;4;4;0
2023;finale;Litva;Avstrija;8;0;8
2023;finale;Litva;Francija;7;1;6
2023;finale;Litva;Moldavija;2;2;0
2023;finale;Litva;Poljska;8;8;0
2023;finale;Malta;Švedska;22;10;12
2023;finale;Malta;Finska;16;8;8
2023;finale;Malta;Izrael;13;6;7
2023;finale;Malta;Italija;22;12;10
2023;finale;Malta;Norveška;9;7;2
2023;finale;Malta;Ukrajina;5;5;0
2023;finale;Malta;Litva;4;0;4
2023;finale;Malta;Ciper;5;0;5
2023;finale;Malta;Avstrija;1;0;1
2023;finale;Malta;Francija;1;1;0
2023;finale;Malta;Švica;6;0;6
2023;finale;Malta;Albanija;3;3;0
2023;finale;Malta;Portugalska;3;0;3
2023;finale;Malta;Srbija;2;2;0
2023;finale;Malta;Velika Britanija;4;4;0
2023;finale;Moldavija;Švedska;20;8;12
2023;finale;Moldavija;Finska;7;7;0
2023;finale;Moldavija;Izrael;10;10;0
2023;finale;Moldavija;Italija;15;5;10
2023;finale;Moldavija;Norveška;6;6;0
2023;finale;Moldavija;Ukrajina;18;12;6
2023;finale;Moldavija;Estonija;7;0;7
2023;finale;Moldavija;Avstralija;5;0;5
2023;finale;Moldavija;Češka;1;1;0
2023;finale;Moldavija;Ciper;7;3;4
2023;finale;Moldavija;Armenija;4;2;2
2023;finale;Moldavija;Španija;3;0;3
2023;finale;Moldavija;Poljska;4;4;0
2023;finale;Moldavija;Albanija;1;0;1
2023;finale;Moldavija;Portugalska;8;0;8
2023;finale;Nizozemska;Švedska;20;8;12
2023;finale;Nizozemska;Finska;22;12;10
2023;finale;Nizozemska;Izrael;8;6;2
2023;finale;Nizozemska;Italija;3;3;0
2023;finale;Nizozemska;Norveška;7;7;0
2023;finale;Nizozemska;Belgija;14;10;4
2023;finale;Nizozemska;Estonija;5;5;0
2023;finale;Nizozemska;Avstralija;1;1;0
2023;finale;Nizozemska;Češka;8;0;8
2023;finale;Nizozemska;Avstrija;5;4;1
2023;finale;Nizozemska;Francija;3;0;3
2023;finale;Nizozemska;Španija;7;0;7
2023;finale;Nizozemska;Poljska;2;2;0
2023;finale;Nizozemska;Švica;6;0;6
2023;finale;Nizozemska;Portugalska;5;0;5
2023;finale;Norveška;Švedska;20;10;10
2023;finale;Norveška;Finska;24;12;12
2023;finale;Norveška;Izrael;6;3;3
2023;finale;Norveška;Italija;13;7;6
2023;finale;Norveška;Ukrajina;1;1;0
2023;finale;Norveška;Belgija;4;4;0
2023;finale;Norveška;Avstralija;5;0;5
2023;finale;Norveška;Češka;4;0;4
2023;finale;Norveška;Ciper;9;2;7
2023;finale;Norveška;Francija;8;8;0
2023;finale;Norveška;Španija;1;0;1
2023;finale;Norveška;Moldavija;8;0;8
2023;finale;Norveška;Poljska;6;6;0
2023;finale;Norveška;Švica;7;5;2
2023;finale;Poljska;Švedska;14;7;7
2023;finale;Poljska;Finska;10;10;0
2023;finale;Poljska;Izrael;17;5;12
2023;finale;Poljska;Italija;6;0;6
2023;finale;Poljska;Norveška;8;8;0
2023;finale;Poljska;Ukrajina;12;12;0
2023;finale;Poljska;Belgija;5;0;5
2023;finale;Poljska;Estonija;8;0;8
2023;finale;Poljska;Avstralija;4;0;4
2023;finale;Poljska;Češka;3;3;0
2023;finale;Poljska;Litva;4;1;3
2023;finale;Poljska;Ciper;14;4;10
2023;finale;Poljska;Hrvaška;6;6;0
2023;finale;Poljska;Armenija;1;0;1
2023;finale;Poljska;Švica;2;0;2
2023;finale;Poljska;Slovenija;2;2;0
2023;finale;Portugalska;Švedska;12;7;5
2023;finale;Portugalska;Finska;10;10;0
2023;finale;Portugalska;Izrael;5;5;0
2023;finale;Portugalska;Italija;6;6;0
2023;finale;Portugalska;Norveška;5;4;1
2023;finale;Portugalska;Ukrajina;12;12;0
2023;finale;Portugalska;Belgija;7;1;6
2023;finale;Portugalska;Estonija;8;0;8
2023;finale;Portugalska;Avstralija;12;0;12
2023;finale;Portugalska;Češka;7;0;7
2023;finale;Portugalska;Hrvaška;3;0;3
2023;finale;Portugalska;Francija;2;2;0
2023;finale;Portugalska;Španija;13;3;10
2023;finale;Portugalska;Moldavija;8;8;0
2023;finale;Portugalska;Švica;2;0;2
2023;finale;Portugalska;Srbija;4;0;4
2023;finale;Romunija;Švedska;18;8;10
2023;finale;Romunija;Finska;10;10;0
2023;finale;Romunija;Izrael;10;6;4
2023;finale;Romunija;Italija;19;7;12
2023;finale;Romunija;Norveška;5;5;0
2023;finale;Romunija;Ukrajina;4;4;0
2023;finale;Romunija;Belgija;2;0;2
2023;finale;Romunija;Estonija;8;0;8
2023;finale;Romunija;Avstralija;3;0;3
2023;finale;Romunija;Ciper;7;1;6
2023;finale;Romunija;Francija;3;3;0
2023;finale;Romunija;Moldavija;19;12;7
2023;finale;Romunija;Poljska;1;0;1
2023;finale;Romunija;Slovenija;2;2;0
2023;finale;Romunija;Albanija;5;0;5
2023;finale;San Marino;Švedska;12;8;4
2023;finale;San Marino;Finska;12;12;0
2023;finale;San Marino;Izrael;10;10;0
2023;finale;San Marino;Italija;19;7;12
2023;finale;San Marino;Norveška;5;4;1
2023;finale;San Marino;Ukrajina;6;6;0
2023;finale;San Marino;Belgija;7;0;7
2023;finale;San Marino;Estonija;10;0;10
2023;finale;San Marino;Avstralija;5;0;5
2023;finale;San Marino;Litva;10;2;8
2023;finale;San Marino;Ciper;5;5;0
2023;finale;San Marino;Avstrija;6;0;6
2023;finale;San Marino;Španija;2;0;2
2023;finale;San Marino;Moldavija;6;3;3
2023;finale;San Marino;Poljska;1;1;0
2023;finale;Srbija;Švedska;11;6;5
2023;finale;Srbija;Finska;19;12;7
2023;finale;Srbija;Izrael;17;7;10
2023;finale;Srbija;Italija;4;2;2
2023;finale;Srbija;Norveška;5;5;0
2023;finale;Srbija;Češka;5;4;1
2023;finale;Srbija;Hrvaška;18;10;8
2023;finale;Srbija;Avstrija;9;3;6
2023;finale;Srbija;Francija;5;1;4
2023;finale;Srbija;Španija;3;0;3
2023;finale;Srbija;Slovenija;20;8;12
2023;finale;Slovenija;Švedska;11;4;7
2023;finale;Slovenija;Finska;10;10;0
2023;finale;Slovenija;Italija;20;8;12
2023;finale;Slovenija;Norveška;5;5;0
2023;finale;Slovenija;Belgija;7;2;5
2023;finale;Slovenija;Estonija;10;0;10
2023;finale;Slovenija;Avstralija;4;0;4
2023;finale;Slovenija;Češka;6;0;6
2023;finale;Slovenija;Litva;8;0;8
2023;finale;Slovenija;Hrvaška;12;12;0
2023;finale;Slovenija;Avstrija;3;0;3
2023;finale;Slovenija;Francija;3;3;0
2023;finale;Slovenija;Španija;2;0;2
2023;finale;Slovenija;Poljska;1;1;0
2023;finale;Slovenija;Švica;1;0;1
2023;finale;Slovenija;Albanija;7;7;0
2023;finale;Slovenija;Srbija;6;6;0
2023;finale;Španija;Švedska;17;5;12
2023;finale;Španija;Finska;13;12;1
2023;finale;Španija;Izrael;15;7;8
2023;finale;Španija;Italija;16;6;10
2023;finale;Španija;Norveška;10;8;2
2023;finale;Španija;Ukrajina;10;10;0
2023;finale;Španija;Belgija;7;3;4
2023;finale;Španija;Estonija;7;0;7
2023;finale;Španija;Armenija;5;2;3
2023;finale;Španija;Francija;5;0;5
2023;finale;Španija;Moldavija;1;1;0
2023;finale;Španija;Portugalska;10;4;6
2023;finale;Švedska;Finska;24;12;12
2023;finale;Švedska;Izrael;5;0;5
2023;finale;Švedska;Italija;13;6;7
2023;finale;Švedska;Norveška;18;10;8
2023;finale;Švedska;Ukrajina;4;4;0
2023;finale;Švedska;Belgija;7;7;0
2023;finale;Švedska;Estonija;2;0;2
2023;finale;Švedska;Avstralija;1;1;0
2023;finale;Švedska;Češka;6;3;3
2023;finale;Švedska;Ciper;1;0;1
2023;finale;Švedska;Hrvaška;5;5;0
2023;finale;Švedska;Francija;12;2;10
2023;finale;Švedska;Švica;14;8;6
2023;finale;Švedska;Velika Britanija;4;0;4
2023;finale;Švica;Švedska;11;5;6
2023;finale;Švica;Finska;8;8;0
2023;finale;Švica;Izrael;4;3;1
2023;finale;Švica;Italija;18;10;8
2023;finale;Švica;Norveška;6;2;4
2023;finale;Švica;Estonija;10;0;10
2023;finale;Švica;Avstralija;2;0;2
2023;finale;Švica;Češka;12;0;12
2023;finale;Švica;Hrvaška;6;6;0
2023;finale;Švica;Armenija;5;0;5
2023;finale;Švica;Avstrija;7;0;7
2023;finale;Švica;Španija;3;0;3
2023;finale;Švica;Albanija;12;12;0
2023;finale;Švica;Portugalska;7;7;0
2023;finale;Švica;Srbija;1;1;0
2023;finale;Švica;Nemčija;4;4;0
2023;finale;Ukrajina;Švedska;15;3;12
2023;finale;Ukrajina;Finska;10;10;0
2023;finale;Ukrajina;Izrael;2;1;1
2023;finale;Ukrajina;Italija;2;0;2
2023;finale;Ukrajina;Norveška;7;7;0
2023;finale;Ukrajina;Estonija;5;0;5
2023;finale;Ukrajina;Avstralija;8;0;8
2023;finale;Ukrajina;Češka;9;2;7
2023;finale;Ukrajina;Litva;14;4;10
2023;finale;Ukrajina;Hrvaška;8;8;0
2023;finale;Ukrajina;Moldavija;6;6;0
2023;finale;Ukrajina;Poljska;18;12;6
2023;finale;Ukrajina;Slovenija;3;0;3
2023;finale;Ukrajina;Velika Britanija;9;5;4
2023;finale;Velika Britanija;Švedska;17;5;12
2023;finale;Velika Britanija;Finska;12;12;0
2023;finale;Velika Britanija;Izrael;7;3;4
2023;finale;Velika Britanija;Italija;2;0;2
2023;finale;Velika Britanija;Norveška;7;7;0
2023;finale;Velika Britanija;Ukrajina;4;4;0
2023;finale;Velika Britanija;Belgija;13;6;7
2023;finale;Velika Britanija;Estonija;6;0;6
2023;finale;Velika Britanija;Avstralija;12;2;10
2023;finale;Velika Britanija;Litva;18;10;8
2023;finale;Velika Britanija;Armenija;3;0;3
2023;finale;Velika Britanija;Španija;5;0;5
2023;finale;Velika Britanija;Moldavija;1;1;0
2023;finale;Velika Britanija;Poljska;8;8;0
2023;finale;Velika Britanija;Slovenija;1;0;1
2023;finale;Svet;Švedska;7;7;
2023;finale;Svet;Finska;10;10;
2023;finale;Svet;Izrael;12;12;
2023;finale;Svet;Norveška;4;4;
2023;finale;Svet;Ukrajina;5;5;
2023;finale;Svet;Hrvaška;3;3;
2023;finale;Svet;Armenija;8;8;
2023;finale;Svet;Francija;1;1;
2023;finale;Svet;Španija;2;2;
2023;finale;Svet;Albanija;6;6;
